Year;NHDC;Partos_vag;Cesareas
2011;454;668;155
2011;318;0;0
2011;600;1058;265
2011;545;1379;206
2011;100;0;0
2011;702;1454;415
2011;778;1268;324
2011;341;0;0
2011;99;0;0
2011;767;0;0
2011;359;0;0
2011;98;0;0
2011;132;0;0
2011;97;0;0
2011;103;0;0
2011;110;0;0
2011;94;0;0
2011;91;0;0
2011;664;1179;374
2011;918;2522;695
2011;92;0;0
2011;93;0;0
2011;95;0;0
2011;96;0;0
2011;301;0;0
2011;492;565;111
2011;811;66;29
2011;812;0;0
2011;832;0;0
2011;841;0;0
2011;856;0;0
2011;859;0;0
2011;861;0;0
2011;880;0;0
2011;883;0;0
2011;884;0;0
2011;877;0;0
2011;911;0;0
2011;913;0;0
2011;922;0;0
2011;923;0;0
2011;924;0;0
2011;947;0;0
2011;951;0;0
2011;972;0;0
2011;973;0;0
2011;974;0;0
2011;975;0;0
2011;960;0;0
2011;1027;0;0
2011;1028;0;0
2011;976;0;0
2011;977;0;0
2011;1020;0;0
2011;994;979;194
2011;995;0;0
2011;1060;0;0
2011;1005;0;0
2011;1061;0;0
2011;1006;0;0
2011;1088;0;0
2011;1089;53;24
2011;1076;0;0
2011;1078;0;0
2011;1033;0;0
2011;1036;0;0
2011;1037;0;0
2011;1039;0;0
2011;1065;0;0
2011;1066;3;1
2011;207;51;38
2011;431;0;0
2011;387;302;101
2011;179;0;0
2011;606;254;155
2011;925;1853;406
2011;541;220;76
2011;797;309;140
2011;627;541;311
2011;173;0;0
2011;636;1197;416
2011;205;0;0
2011;814;0;0
2011;881;0;4
2011;771;1540;676
2011;533;27;92
2011;447;251;109
2011;815;1;2
2011;801;2520;671
2011;800;0;0
2011;389;515;333
2011;759;0;0
2011;695;1664;505
2011;816;130;162
2011;833;216;188
2011;870;204;153
2011;927;25;2
2011;961;2049;522
2011;962;0;0
2011;1079;0;0
2011;666;1452;689
2011;392;0;0
2011;790;0;0
2011;650;551;176
2011;876;1451;259
2011;944;0;0
2011;952;708;409
2011;54;0;0
2011;538;935;295
2011;557;325;97
2011;653;286;294
2011;647;438;141
2011;208;0;0
2011;978;1576;505
2011;996;402;168
2011;729;3315;793
2011;182;836;552
2011;633;0;0
2011;685;869;349
2011;683;413;151
2011;945;449;84
2011;953;0;0
2011;1022;0;0
2011;1049;0;0
2011;794;2360;643
2011;415;0;0
2011;592;262;153
2011;497;0;0
2011;726;934;272
2011;272;0;0
2011;805;2227;580
2011;5;0;0
2011;234;251;129
2011;64;0;0
2011;842;289;109
2011;843;166;48
2011;1025;716;576
2011;803;796;203
2011;211;6;5
2011;773;1120;324
2011;424;708;89
2011;298;643;281
2011;594;6;1
2011;237;0;0
2011;16;0;0
2011;768;130;36
2011;617;867;223
2011;297;225;90
2011;105;0;0
2011;544;358;73
2011;804;869;169
2011;470;149;26
2011;104;0;0
2011;20;0;0
2011;550;307;122
2011;112;0;0
2011;818;0;0
2011;914;0;0
2011;928;0;0
2011;964;1114;235
2011;1026;0;0
2011;1068;0;0
2011;738;2109;583
2011;404;0;0
2011;274;340;311
2011;270;186;105
2011;676;492;101
2011;709;918;236
2011;754;3015;822
2011;997;262;87
2011;734;1692;431
2011;299;0;0
2011;645;1;0
2011;17;0;0
2011;1046;0;0
2011;420;0;0
2011;802;0;0
2011;266;595;127
2011;580;106;32
2011;137;81;80
2011;769;0;0
2011;776;0;0
2011;640;468;109
2011;315;0;0
2011;40;0;0
2011;508;0;0
2011;46;0;0
2011;590;754;125
2011;777;552;59
2011;897;3656;606
2011;965;0;0
2011;671;1272;383
2011;461;37;3
2011;376;69;18
2011;621;434;108
2011;793;2089;754
2011;324;0;0
2011;712;535;209
2011;32;0;0
2011;361;0;0
2011;486;63;24
2011;595;506;133
2011;433;85;37
2011;1058;0;0
2011;261;106;55
2011;730;1013;283
2011;577;1102;220
2011;788;2040;450
2011;865;495;97
2011;979;0;0
2011;998;0;0
2011;221;0;0
2011;462;0;0
2011;506;109;77
2011;727;621;200
2011;355;0;0
2011;487;0;0
2011;938;1720;506
2011;886;0;0
2011;835;59;45
2011;999;0;0
2011;798;2324;760
2011;504;0;0
2011;247;0;0
2011;216;193;140
2011;654;223;141
2011;65;0;0
2011;472;118;30
2011;427;0;0
2011;491;85;52
2011;551;67;46
2011;106;0;0
2011;819;0;0
2011;836;0;0
2011;915;0;0
2011;942;0;0
2011;748;1983;466
2011;198;0;0
2011;871;459;110
2011;948;95;87
2011;1051;0;0
2011;1083;0;0
2011;679;1055;716
2011;176;0;0
2011;537;0;0
2011;608;319;120
2011;596;163;36
2011;749;0;0
2011;758;3667;1172
2011;724;737;274
2011;436;0;0
2011;567;0;0
2011;677;0;0
2011;670;0;0
2011;588;0;0
2011;446;0;0
2011;753;4927;1146
2011;887;0;0
2011;388;0;0
2011;585;0;0
2011;245;1678;570
2011;603;0;0
2011;426;0;0
2011;232;1969;1059
2011;288;0;0
2011;246;1264;911
2011;284;383;359
2011;18;0;0
2011;356;0;0
2011;401;0;0
2011;733;1665;441
2011;243;0;0
2011;380;0;0
2011;716;0;0
2011;534;0;0
2011;185;0;0
2011;258;0;0
2011;505;0;0
2011;268;0;0
2011;602;742;532
2011;254;1329;706
2011;705;852;336
2011;133;969;703
2011;33;0;0
2011;143;0;0
2011;36;0;0
2011;756;199;67
2011;662;2099;583
2011;192;0;0
2011;382;0;0
2011;322;0;0
2011;478;0;0
2011;352;0;0
2011;628;1155;422
2011;291;0;0
2011;495;0;0
2011;845;1308;390
2011;498;223;97
2011;314;0;0
2011;720;0;0
2011;721;1554;432
2011;485;0;0
2011;273;117;58
2011;846;1780;462
2011;847;0;0
2011;848;2066;1063
2011;864;0;0
2011;916;0;0
2011;930;620;217
2011;954;1893;480
2011;943;1318;637
2011;949;4776;1609
2011;980;1580;534
2011;981;0;0
2011;1024;1252;478
2011;1017;0;0
2011;1000;0;0
2011;1018;1199;277
2011;1001;489;430
2011;1007;1875;560
2011;1008;1132;243
2011;1009;2019;460
2011;1010;847;240
2011;1011;653;168
2011;1012;1709;415
2011;1013;2689;562
2011;1041;0;0
2011;1073;154;41
2011;789;0;0
2011;326;0;0
2011;442;654;417
2011;294;264;175
2011;378;621;457
2011;402;0;0
2011;29;0;0
2011;450;0;0
2011;656;722;212
2011;333;195;180
2011;668;533;157
2011;684;912;242
2011;422;0;0
2011;763;4518;1513
2011;741;1552;389
2011;553;2557;710
2011;357;0;0
2011;899;0;0
2011;900;0;0
2011;932;0;0
2011;950;0;0
2011;966;219;107
2011;967;0;0
2011;982;48;23
2011;1014;0;0
2011;1048;0;0
2011;1080;495;202
2011;722;6329;1520
2011;660;0;0
2011;75;0;0
2011;249;652;418
2011;275;0;0
2011;227;779;498
2011;150;0;0
2011;47;0;0
2011;172;0;0
2011;581;422;161
2011;120;0;0
2011;445;0;0
2011;471;0;0
2011;53;0;0
2011;199;0;0
2011;575;902;246
2011;528;475;138
2011;631;1082;505
2011;699;0;0
2011;823;0;0
2011;849;0;0
2011;869;0;0
2011;955;0;0
2011;983;0;0
2011;1002;0;0
2011;1015;2337;627
2011;51;0;0
2011;441;0;0
2011;327;0;0
2011;690;425;92
2011;262;99;60
2011;403;0;0
2011;312;0;0
2011;589;340;89
2011;665;952;229
2011;334;0;0
2011;1075;4085;686
2011;751;1257;336
2011;186;0;4
2011;646;109;32
2011;536;110;23
2011;242;0;11
2011;490;0;0
2011;500;326;114
2011;206;0;0
2011;58;0;0
2011;572;919;158
2011;180;0;0
2011;549;93;26
2011;582;249;77
2011;743;1736;357
2011;795;0;0
2011;269;0;0
2011;634;0;0
2011;1;53;12
2011;717;378;87
2011;373;0;0
2011;535;299;83
2011;824;2134;388
2011;888;207;57
2011;902;0;0
2011;968;0;0
2011;346;0;0
2011;27;0;0
2011;165;3;4
2011;956;806;296
2011;413;0;0
2011;149;0;0
2011;612;644;449
2011;559;0;0
2011;7;0;0
2011;283;0;0
2011;37;0;0
2011;153;0;0
2011;547;1004;313
2011;397;0;0
2011;556;698;243
2011;42;0;0
2011;31;0;0
2011;740;5028;848
2011;217;0;0
2011;863;10;32
2011;889;0;0
2011;984;0;0
2011;34;0;0
2011;791;188;99
2011;181;0;0
2011;430;0;0
2011;715;182;75
2011;521;0;0
2011;524;94;77
2011;432;0;0
2011;19;137;124
2011;25;0;0
2011;26;0;0
2011;890;1395;406
2011;904;608;93
2011;957;3407;783
2011;939;1622;625
2011;236;252;206
2011;735;2343;724
2011;146;0;0
2011;363;0;0
2011;187;0;0
2011;265;0;0
2011;295;0;0
2011;496;826;134
2011;77;0;0
2011;391;0;0
2011;240;192;91
2011;448;73;23
2011;151;0;0
2011;425;30;23
2011;300;0;0
2011;339;307;98
2011;826;0;0
2011;874;419;169
2011;905;2177;590
2011;736;3118;688
2011;459;0;0
2011;320;0;0
2011;45;0;0
2011;292;0;0
2011;618;459;141
2011;463;0;0
2011;891;386;324
2011;958;838;299
2011;244;24;4
2011;28;0;0
2011;444;0;0
2011;479;0;0
2011;285;203;69
2011;253;1205;533
2011;481;192;129
2011;540;450;180
2011;332;0;0
2011;41;0;0
2011;510;0;0
2011;305;0;0
2011;708;891;290
2011;755;5837;1576
2011;750;2649;842
2011;696;2619;660
2011;434;323;95
2011;421;0;0
2011;827;0;0
2011;933;0;0
2011;1030;716;508
2011;1003;0;0
2011;1050;0;0
2011;1043;1507;647
2011;934;550;145
2011;629;1264;412
2011;21;0;0
2011;615;802;207
2011;626;247;193
2011;417;0;0
2011;597;135;93
2011;539;1352;343
2011;343;86;162
2011;135;0;0
2011;158;0;0
2011;775;919;332
2011;177;0;0
2011;578;83;82
2011;416;0;0
2011;561;366;89
2011;828;0;0
2011;860;36;50
2011;935;0;0
2011;936;0;0
2011;986;0;0
2011;987;731;182
2011;1021;0;0
2011;658;493;138
2011;353;0;0
2011;323;0;0
2011;620;455;73
2011;384;0;0
2011;484;0;0
2011;554;1114;295
2011;209;0;0
2011;707;3487;902
2011;395;0;0
2011;969;0;0
2011;1052;0;0
2011;739;3204;1157
2011;613;1290;364
2011;593;0;0
2011;704;1216;490
2011;493;0;0
2011;686;1286;469
2011;257;1322;1042
2011;494;0;0
2011;681;0;0
2011;286;357;209
2011;255;27;25
2011;79;0;0
2011;81;0;0
2011;688;803;341
2011;531;853;170
2011;514;183;98
2011;499;0;0
2011;532;592;331
2011;190;0;0
2011;598;302;81
2011;260;3000;2886
2011;838;0;0
2011;839;0;0
2011;851;0;0
2011;852;1758;485
2011;988;0;0
2011;1056;1261;209
2011;1044;0;0
2011;644;1524;688
2011;752;1060;334
2011;238;5;2
2011;325;0;0
2011;622;242;122
2011;879;29;61
2011;906;449;347
2011;370;0;0
2011;418;0;0
2011;574;0;0
2011;399;0;0
2011;195;0;0
2011;783;2451;326
2011;188;577;305
2011;263;322;159
2011;194;0;0
2011;214;0;0
2011;785;5804;817
2011;780;0;0
2011;83;0;0
2011;782;0;0
2011;369;0;0
2011;84;0;0
2011;713;0;0
2011;85;0;0
2011;86;0;0
2011;941;0;0
2011;1045;300;130
2011;937;737;228
2011;1004;39;19
2011;737;1959;534
2011;765;3739;622
2011;329;0;0
2011;87;0;0
2011;527;0;0
2011;562;0;0
2011;251;49;54
2011;129;0;0
2011;154;0;0
2011;516;715;420
2011;184;109;45
2011;652;0;0
2011;637;253;68
2011;88;0;0
2011;907;0;0
2011;970;0;0
2011;1019;0;0
2011;1016;640;335
2011;1047;1306;359
2011;635;1719;703
