Year;NHDC;Partos_vag;Cesareas
2010;604;1684;602
2010;123;0;0
2010;310;0;0
2010;571;765;228
2010;296;0;0
2010;566;498;138
2010;784;2491;529
2010;102;0;0
2010;379;0;0
2010;639;632;200
2010;457;0;0
2010;609;1814;940
2010;101;0;0
2010;454;689;164
2010;318;0;0
2010;600;1066;277
2010;545;1441;219
2010;100;0;0
2010;702;1528;341
2010;778;1365;350
2010;341;0;0
2010;99;0;0
2010;767;0;0
2010;359;0;0
2010;98;0;0
2010;132;0;0
2010;97;0;0
2010;103;0;0
2010;110;0;0
2010;94;0;0
2010;91;0;0
2010;664;1236;336
2010;918;2721;771
2010;92;0;0
2010;93;0;0
2010;95;0;0
2010;96;0;0
2010;301;0;0
2010;492;616;129
2010;811;74;29
2010;812;0;0
2010;832;0;0
2010;841;0;0
2010;856;0;0
2010;859;0;0
2010;861;0;0
2010;880;0;0
2010;883;0;0
2010;884;0;0
2010;877;0;0
2010;911;0;0
2010;913;0;0
2010;922;0;0
2010;923;0;0
2010;924;0;0
2010;947;0;0
2010;951;0;0
2010;972;0;0
2010;973;0;0
2010;974;0;0
2010;975;0;0
2010;960;0;0
2010;1027;0;0
2010;1028;0;0
2010;976;0;0
2010;977;0;0
2010;1020;0;0
2010;994;975;196
2010;995;0;0
2010;1059;0;0
2010;1060;0;0
2010;1005;0;0
2010;1061;0;0
2010;1062;0;0
2010;1006;0;0
2010;1088;0;0
2010;1076;0;0
2010;1078;0;0
2010;1063;0;0
2010;1033;0;0
2010;1034;0;0
2010;1036;0;0
2010;1039;0;0
2010;207;47;38
2010;431;0;0
2010;387;371;122
2010;179;0;0
2010;606;235;150
2010;925;1769;478
2010;541;228;102
2010;797;305;153
2010;627;523;284
2010;173;0;0
2010;636;1122;495
2010;205;0;0
2010;814;15;6
2010;881;0;8
2010;771;1709;619
2010;533;91;125
2010;447;257;97
2010;815;16;20
2010;801;2638;723
2010;800;0;0
2010;389;535;395
2010;759;0;0
2010;695;2198;757
2010;816;113;211
2010;833;234;177
2010;870;221;202
2010;927;0;0
2010;961;1955;625
2010;962;0;1
2010;1079;1;1
2010;666;1509;674
2010;392;0;0
2010;790;0;0
2010;650;516;179
2010;876;1527;279
2010;944;0;0
2010;952;754;392
2010;54;0;0
2010;538;1024;319
2010;557;406;74
2010;653;302;277
2010;647;441;140
2010;208;0;0
2010;978;1602;545
2010;996;372;170
2010;729;3277;850
2010;182;978;580
2010;633;0;0
2010;685;806;322
2010;683;392;168
2010;945;453;82
2010;953;0;0
2010;1022;0;0
2010;1049;0;0
2010;794;2392;696
2010;415;0;0
2010;592;282;164
2010;497;0;0
2010;308;0;0
2010;726;949;285
2010;272;0;0
2010;805;2147;649
2010;5;0;0
2010;234;238;119
2010;64;0;0
2010;842;266;130
2010;843;177;58
2010;1025;682;586
2010;803;812;225
2010;211;19;14
2010;773;1257;407
2010;424;697;87
2010;298;632;301
2010;594;48;27
2010;237;0;0
2010;16;0;0
2010;768;126;25
2010;617;927;233
2010;297;198;84
2010;105;0;0
2010;544;335;72
2010;804;885;185
2010;470;150;25
2010;104;0;0
2010;20;0;0
2010;550;400;160
2010;112;0;0
2010;818;0;0
2010;914;0;0
2010;928;0;0
2010;964;1270;198
2010;1026;0;0
2010;738;2102;622
2010;404;0;0
2010;274;382;326
2010;270;185;114
2010;676;460;108
2010;709;1024;262
2010;754;3144;730
2010;997;274;74
2010;734;1792;434
2010;299;0;0
2010;645;1;0
2010;17;0;0
2010;1046;0;0
2010;420;0;0
2010;802;0;0
2010;266;537;129
2010;580;117;29
2010;137;74;90
2010;769;0;0
2010;776;0;0
2010;640;473;97
2010;315;0;0
2010;40;0;0
2010;508;0;0
2010;46;0;0
2010;590;825;110
2010;777;528;73
2010;897;3695;645
2010;965;0;0
2010;671;1439;416
2010;461;36;11
2010;376;58;27
2010;621;408;125
2010;793;2296;649
2010;324;0;0
2010;712;535;177
2010;32;0;0
2010;361;0;0
2010;486;51;47
2010;595;532;113
2010;433;147;36
2010;1058;0;0
2010;261;119;61
2010;730;906;286
2010;577;1085;286
2010;788;2152;409
2010;865;500;114
2010;979;0;0
2010;998;0;0
2010;221;0;0
2010;462;0;0
2010;506;116;59
2010;727;595;180
2010;355;0;0
2010;487;0;0
2010;938;1846;504
2010;886;0;0
2010;835;94;65
2010;999;0;0
2010;798;2505;741
2010;504;0;0
2010;247;0;0
2010;216;168;129
2010;654;259;169
2010;65;0;0
2010;472;117;49
2010;427;0;0
2010;491;81;46
2010;551;87;51
2010;106;0;0
2010;819;0;0
2010;836;0;0
2010;915;0;0
2010;942;0;0
2010;748;2089;480
2010;198;0;0
2010;871;528;142
2010;948;79;71
2010;1051;0;0
2010;1083;0;0
2010;679;971;413
2010;176;0;0
2010;537;0;0
2010;39;0;0
2010;608;330;128
2010;596;145;54
2010;749;0;0
2010;758;3596;1189
2010;724;0;0
2010;436;0;0
2010;567;0;0
2010;677;0;0
2010;670;0;0
2010;588;0;0
2010;446;0;0
2010;753;5832;1679
2010;887;0;0
2010;388;0;0
2010;585;0;0
2010;245;1616;516
2010;603;0;0
2010;426;0;0
2010;232;1992;1133
2010;288;0;0
2010;246;1270;1000
2010;284;446;484
2010;18;0;0
2010;356;0;0
2010;401;0;0
2010;733;1644;482
2010;243;0;0
2010;380;0;0
2010;716;0;0
2010;534;0;0
2010;185;0;0
2010;258;0;0
2010;505;0;0
2010;268;0;0
2010;602;778;507
2010;254;1261;760
2010;705;823;397
2010;133;1294;944
2010;33;0;0
2010;143;0;0
2010;36;0;0
2010;756;17;3
2010;662;2523;648
2010;192;0;0
2010;382;0;0
2010;322;0;0
2010;478;0;0
2010;352;0;0
2010;628;1282;365
2010;291;0;0
2010;495;0;0
2010;845;1313;437
2010;498;232;109
2010;314;0;0
2010;720;0;0
2010;721;1558;451
2010;485;0;0
2010;273;118;67
2010;846;1858;434
2010;847;0;0
2010;848;2224;1061
2010;864;0;0
2010;916;0;0
2010;930;605;226
2010;954;1999;569
2010;943;970;470
2010;949;4782;1817
2010;980;1508;607
2010;981;0;0
2010;1024;1116;429
2010;1017;0;0
2010;1000;0;0
2010;1018;1176;306
2010;1001;463;466
2010;1007;1830;515
2010;1008;1100;306
2010;1009;1886;549
2010;1010;902;213
2010;1011;552;188
2010;1012;1745;433
2010;1013;2302;602
2010;1041;0;0
2010;789;0;0
2010;326;0;0
2010;442;612;402
2010;294;306;207
2010;378;693;461
2010;402;0;0
2010;29;0;0
2010;450;0;0
2010;656;846;199
2010;333;234;200
2010;668;562;223
2010;684;935;267
2010;422;0;0
2010;763;4550;1500
2010;741;1390;378
2010;553;2707;680
2010;357;0;0
2010;899;0;0
2010;900;0;0
2010;932;0;0
2010;950;0;0
2010;966;229;103
2010;967;0;0
2010;982;0;0
2010;1014;0;0
2010;1048;0;0
2010;1080;228;64
2010;722;6459;1533
2010;660;0;0
2010;75;0;0
2010;249;751;444
2010;275;0;0
2010;227;829;526
2010;150;0;0
2010;47;0;0
2010;172;0;0
2010;581;472;162
2010;120;0;0
2010;445;0;0
2010;471;0;0
2010;53;0;0
2010;199;0;0
2010;575;788;299
2010;528;522;199
2010;631;1156;449
2010;699;0;0
2010;823;0;0
2010;849;0;0
2010;869;0;0
2010;955;0;0
2010;983;0;0
2010;1002;0;0
2010;1015;2486;654
2010;703;3939;664
2010;474;0;0
2010;51;0;0
2010;441;0;0
2010;327;0;0
2010;690;319;96
2010;262;108;64
2010;403;0;0
2010;312;0;0
2010;507;0;0
2010;589;408;87
2010;665;836;196
2010;334;0;0
2010;751;1268;382
2010;186;0;0
2010;646;120;35
2010;536;108;39
2010;242;0;21
2010;490;0;0
2010;500;325;157
2010;206;0;0
2010;58;0;0
2010;572;821;192
2010;180;0;0
2010;549;108;27
2010;582;214;74
2010;743;1755;336
2010;795;0;0
2010;269;0;0
2010;634;0;0
2010;1;65;19
2010;717;407;100
2010;373;0;0
2010;535;290;79
2010;824;2026;488
2010;888;161;56
2010;902;0;0
2010;968;0;0
2010;346;0;0
2010;27;0;0
2010;165;6;2
2010;956;760;284
2010;413;0;0
2010;149;0;0
2010;612;673;470
2010;559;0;0
2010;7;0;0
2010;283;0;0
2010;37;0;0
2010;153;0;0
2010;547;1071;320
2010;397;0;0
2010;556;789;309
2010;42;0;0
2010;31;0;0
2010;740;5300;813
2010;217;0;0
2010;863;7;23
2010;889;0;0
2010;984;0;0
2010;34;0;0
2010;791;197;146
2010;181;0;0
2010;430;0;0
2010;715;181;87
2010;521;0;0
2010;524;98;41
2010;432;0;0
2010;19;170;124
2010;25;0;0
2010;26;0;0
2010;890;1429;467
2010;904;537;97
2010;957;3541;819
2010;939;1520;671
2010;236;237;256
2010;735;2696;781
2010;146;0;0
2010;363;0;0
2010;187;0;0
2010;265;0;0
2010;295;0;0
2010;496;712;122
2010;77;0;0
2010;391;0;0
2010;63;0;0
2010;240;192;91
2010;448;74;16
2010;151;0;0
2010;425;42;27
2010;300;0;0
2010;339;263;95
2010;826;0;0
2010;874;400;138
2010;905;2202;577
2010;736;3209;771
2010;459;0;0
2010;320;0;0
2010;45;0;0
2010;292;0;0
2010;618;420;157
2010;463;0;0
2010;891;394;302
2010;958;915;282
2010;244;25;7
2010;28;0;0
2010;444;0;0
2010;479;0;0
2010;285;203;124
2010;253;1897;803
2010;481;585;346
2010;540;455;175
2010;332;0;0
2010;41;0;0
2010;510;0;0
2010;305;0;0
2010;708;978;248
2010;755;6485;1824
2010;750;2792;810
2010;696;2662;719
2010;434;278;97
2010;421;0;0
2010;827;0;0
2010;933;0;0
2010;1030;685;456
2010;1003;0;0
2010;1050;0;0
2010;934;528;169
2010;629;1521;519
2010;21;0;0
2010;615;855;221
2010;626;282;204
2010;417;0;0
2010;597;160;99
2010;539;1357;311
2010;343;115;176
2010;135;0;0
2010;158;0;0
2010;775;992;324
2010;177;0;0
2010;578;99;69
2010;416;0;0
2010;561;391;129
2010;828;0;0
2010;860;32;38
2010;935;0;0
2010;936;0;0
2010;986;0;0
2010;987;667;219
2010;1021;0;0
2010;658;574;115
2010;353;0;0
2010;323;0;0
2010;620;437;94
2010;384;0;0
2010;484;0;0
2010;554;1235;321
2010;209;0;0
2010;707;3535;834
2010;395;0;0
2010;969;0;0
2010;1052;0;0
2010;739;3286;1137
2010;613;1339;438
2010;593;0;0
2010;704;1263;557
2010;493;0;0
2010;686;1303;389
2010;257;1234;1065
2010;494;0;0
2010;681;0;0
2010;286;330;202
2010;255;41;70
2010;79;0;0
2010;81;0;0
2010;688;788;380
2010;531;863;187
2010;514;170;145
2010;499;0;0
2010;532;688;347
2010;190;0;0
2010;598;329;103
2010;260;3336;3121
2010;838;0;0
2010;839;0;0
2010;851;0;0
2010;852;1925;474
2010;988;0;0
2010;1056;1229;220
2010;644;1497;759
2010;752;1152;374
2010;238;5;4
2010;325;0;0
2010;622;293;126
2010;879;77;87
2010;906;459;370
2010;370;0;0
2010;418;0;0
2010;574;0;0
2010;399;0;0
2010;195;0;0
2010;783;2479;327
2010;188;596;301
2010;263;345;143
2010;194;0;0
2010;214;0;0
2010;785;5822;857
2010;780;0;0
2010;83;0;0
2010;782;0;0
2010;369;0;0
2010;84;0;0
2010;713;0;0
2010;85;0;0
2010;86;0;0
2010;941;0;0
2010;1045;172;64
2010;937;786;224
2010;1004;41;25
2010;737;2115;486
2010;765;3766;703
2010;329;0;0
2010;87;0;0
2010;527;0;0
2010;562;0;0
2010;251;144;149
2010;129;0;0
2010;154;0;0
2010;516;624;343
2010;184;131;69
2010;652;0;0
2010;637;258;83
2010;88;0;0
2010;907;0;0
2010;970;0;0
2010;1019;0;0
2010;1016;620;291
2010;1047;1299;378
2010;635;1620;630
